FL_DATE,CARRIER,CARRIER_NAME,FL_NUM,ORIGIN_AIRPORT,ORIGIN_CITY_NAME,DEST_AIRPORT,DEST_CITY_NAME,DEP_TIME,ARR_TIME,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1/12/2017,UA,United Air Lines Inc.,1016,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1042,1335,0,,273,1846,0,42,0,0,0
1/12/2017,UA,United Air Lines Inc.,1023,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",2119,6,0,,86,733,108,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1030,Chicago O'Hare International,"Chicago, IL",Eppley Airfield,"Omaha, NE",1410,1543,0,,72,416,38,0,0,0,62
1/12/2017,UA,United Air Lines Inc.,1057,Chicago O'Hare International,"Chicago, IL",Pittsburgh International,"Pittsburgh, PA",737,1008,0,,55,413,,,,,
1/12/2017,UA,United Air Lines Inc.,1071,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1523,1828,0,,94,719,0,0,34,0,26
1/12/2017,UA,United Air Lines Inc.,1113,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",2015,2256,0,,135,925,40,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1128,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1421,1707,0,,134,925,19,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1138,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",812,1123,0,,269,1744,0,0,93,0,0
1/12/2017,UA,United Air Lines Inc.,1153,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1305,1614,0,,280,1744,0,0,41,0,0
1/12/2017,UA,United Air Lines Inc.,1160,Chicago O'Hare International,"Chicago, IL",John Wayne Airport-Orange County,"Santa Ana, CA",1607,1851,0,,267,1726,17,0,14,0,0
1/12/2017,UA,United Air Lines Inc.,1185,Chicago O'Hare International,"Chicago, IL",Miami International,"Miami, FL",2001,2346,0,,146,1197,,,,,
1/12/2017,UA,United Air Lines Inc.,1187,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",558,858,0,,98,733,,,,,
1/12/2017,UA,United Air Lines Inc.,1189,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",746,1146,0,,146,1120,,,,,
1/12/2017,UA,United Air Lines Inc.,1213,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1607,1939,0,,281,1846,0,0,45,0,0
1/12/2017,UA,United Air Lines Inc.,1219,Chicago O'Hare International,"Chicago, IL",Cleveland-Hopkins International,"Cleveland, OH",2113,2316,0,,44,316,,,,,
1/12/2017,UA,United Air Lines Inc.,1226,Chicago O'Hare International,"Chicago, IL",Dallas/Fort Worth International,"Dallas/Fort Worth, TX",1217,1444,0,,123,802,,,,,
1/12/2017,UA,United Air Lines Inc.,1249,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",617,856,0,,139,925,,,,,
1/12/2017,UA,United Air Lines Inc.,1258,Chicago O'Hare International,"Chicago, IL",Pittsburgh International,"Pittsburgh, PA",1211,1433,0,,58,413,0,0,0,0,82
1/12/2017,UA,United Air Lines Inc.,1263,Chicago O'Hare International,"Chicago, IL",Tampa International,"Tampa, FL",1325,1700,0,,129,1012,243,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1264,Chicago O'Hare International,"Chicago, IL",Albany International,"Albany, NY",1926,2211,0,,79,723,4,0,0,0,24
1/12/2017,UA,United Air Lines Inc.,1417,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",731,1131,0,,156,1182,,,,,
1/12/2017,UA,United Air Lines Inc.,1419,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",2037,24,0,,151,1182,6,0,0,0,34
1/12/2017,UA,United Air Lines Inc.,1420,Chicago O'Hare International,"Chicago, IL",Cleveland-Hopkins International,"Cleveland, OH",1942,2155,0,,45,316,,,,,
1/12/2017,UA,United Air Lines Inc.,1460,Chicago O'Hare International,"Chicago, IL",Jackson Hole,"Jackson, WY",941,1159,0,,173,1162,30,0,5,0,1
1/12/2017,UA,United Air Lines Inc.,1476,Chicago O'Hare International,"Chicago, IL",Bozeman Yellowstone International,"Bozeman, MT",922,1156,0,,171,1186,17,0,7,0,0
1/12/2017,UA,United Air Lines Inc.,1510,Chicago O'Hare International,"Chicago, IL",Nashville International,"Nashville, TN",839,1017,0,,61,409,94,0,4,0,0
1/12/2017,UA,United Air Lines Inc.,1586,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",730,1125,0,,133,1005,,,,,
1/12/2017,UA,United Air Lines Inc.,1590,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1007,1254,0,,264,1723,0,37,20,0,0
1/12/2017,UA,United Air Lines Inc.,1603,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1709,2006,0,,210,1440,,,,,
1/12/2017,UA,United Air Lines Inc.,1611,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1435,1800,0,,92,719,0,30,15,0,0
1/12/2017,UA,United Air Lines Inc.,1620,Chicago O'Hare International,"Chicago, IL",Dallas/Fort Worth International,"Dallas/Fort Worth, TX",2238,107,0,,124,802,,,,,
1/12/2017,UA,United Air Lines Inc.,1626,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",600,901,0,,92,719,,,,,
1/12/2017,UA,United Air Lines Inc.,1641,Chicago O'Hare International,"Chicago, IL",Seattle/Tacoma International,"Seattle, WA",1707,1936,0,,247,1721,,,,,
1/12/2017,UA,United Air Lines Inc.,1660,Chicago O'Hare International,"Chicago, IL",Minneapolis-St Paul International,"Minneapolis, MN",858,1038,0,,64,334,,,,,
1/12/2017,UA,United Air Lines Inc.,1681,Chicago O'Hare International,"Chicago, IL",Philadelphia International,"Philadelphia, PA",803,1054,0,,87,678,18,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1683,Chicago O'Hare International,"Chicago, IL",Minneapolis-St Paul International,"Minneapolis, MN",746,943,0,,55,334,0,16,20,0,0
1/12/2017,UA,United Air Lines Inc.,1701,Chicago O'Hare International,"Chicago, IL",Austin - Bergstrom International,"Austin, TX",917,1200,0,,142,977,,,,,
1/12/2017,UA,United Air Lines Inc.,1722,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1736,2025,0,,137,925,,,,,
1/12/2017,UA,United Air Lines Inc.,1738,Chicago O'Hare International,"Chicago, IL",Miami International,"Miami, FL",740,1145,0,,154,1197,,,,,
1/12/2017,UA,United Air Lines Inc.,1741,Chicago O'Hare International,"Chicago, IL",Raleigh-Durham International,"Raleigh/Durham, NC",558,854,0,,88,646,,,,,
1/12/2017,UA,United Air Lines Inc.,1742,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1950,2304,0,,253,1846,35,0,39,0,0
1/12/2017,UA,United Air Lines Inc.,1747,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",526,809,0,,135,925,,,,,
1/12/2017,UA,United Air Lines Inc.,1778,Chicago O'Hare International,"Chicago, IL",Sarasota/Bradenton International,"Sarasota/Bradenton, FL",809,1156,0,,136,1050,,,,,
1/12/2017,UA,United Air Lines Inc.,1785,Chicago O'Hare International,"Chicago, IL",Ronald Reagan Washington National,"Washington, DC",707,1024,0,,77,612,0,7,23,0,0
1/12/2017,UA,United Air Lines Inc.,1802,Chicago O'Hare International,"Chicago, IL",Detroit Metro Wayne County,"Detroit, MI",1347,1603,0,,53,235,,,,,
1/12/2017,UA,United Air Lines Inc.,1846,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",2131,9,0,,129,925,16,0,0,0,0
1/12/2017,UA,United Air Lines Inc.,1850,Chicago O'Hare International,"Chicago, IL",Cleveland-Hopkins International,"Cleveland, OH",1449,1704,0,,45,316,,,,,
1/12/2017,UA,United Air Lines Inc.,1863,Chicago O'Hare International,"Chicago, IL",Gerald R. Ford International,"Grand Rapids, MI",1500,1646,0,,26,137,,,,,
1/12/2017,UA,United Air Lines Inc.,1875,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1135,1405,0,,125,925,,,,,
1/12/2017,UA,United Air Lines Inc.,1959,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1248,1547,0,,83,719,0,0,47,0,176
1/12/2017,UA,United Air Lines Inc.,1971,Chicago O'Hare International,"Chicago, IL",Kansas City International,"Kansas City, MO",1923,2105,0,,73,403,,,,,
1/12/2017,UA,United Air Lines Inc.,1995,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1710,2020,0,,91,719,,,,,
1/12/2017,UA,United Air Lines Inc.,1996,Chicago O'Hare International,"Chicago, IL",Luis Munoz Marin International,"San Juan, PR",749,1435,0,,239,2072,0,9,21,0,0
1/12/2017,UA,United Air Lines Inc.,2000,Chicago O'Hare International,"Chicago, IL",Washington Dulles International,"Washington, DC",2102,2334,0,,69,588,,,,,
1/12/2017,UA,United Air Lines Inc.,2001,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",948,1320,0,,255,1744,0,0,95,0,0
1/12/2017,UA,United Air Lines Inc.,2003,Chicago O'Hare International,"Chicago, IL",John Wayne Airport-Orange County,"Santa Ana, CA",1944,2224,0,,255,1726,0,0,16,0,0
1/12/2017,UA,United Air Lines Inc.,2005,Chicago O'Hare International,"Chicago, IL",Sacramento International,"Sacramento, CA",1231,1508,0,,249,1781,,,,,
1/12/2017,UA,United Air Lines Inc.,2017,Chicago O'Hare International,"Chicago, IL",St Louis Lambert International,"St. Louis, MO",1224,1332,0,,48,258,,,,,
1/12/2017,UA,United Air Lines Inc.,2019,Chicago O'Hare International,"Chicago, IL",Detroit Metro Wayne County,"Detroit, MI",737,956,0,,50,235,,,,,
1/12/2017,AA,American Airlines Inc.,698,Chicago O'Hare International,"Chicago, IL",Dallas/Fort Worth International,"Dallas/Fort Worth, TX",747,1018,0,,122,802,0,37,0,0,0
1/12/2017,AA,American Airlines Inc.,711,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1349,1642,0,,212,1440,,,,,
1/12/2017,AA,American Airlines Inc.,713,Chicago O'Hare International,"Chicago, IL",Charlotte Douglas International,"Charlotte, NC",530,830,0,,85,599,,,,,
1/12/2017,AA,American Airlines Inc.,742,Chicago O'Hare International,"Chicago, IL",Philadelphia International,"Philadelphia, PA",1259,1617,0,,90,678,0,6,24,0,53
1/12/2017,AA,American Airlines Inc.,853,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1537,1828,0,,212,1440,8,0,2,0,5
1/12/2017,AA,American Airlines Inc.,885,Chicago O'Hare International,"Chicago, IL",Charlotte Douglas International,"Charlotte, NC",712,1020,0,,82,599,,,,,
1/12/2017,AA,American Airlines Inc.,1022,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1801,2043,0,,260,1723,24,0,23,0,1
1/12/2017,AA,American Airlines Inc.,1027,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",907,1314,0,,130,1005,0,0,26,0,0
1/12/2017,AA,American Airlines Inc.,1043,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",1852,2233,0,,144,1120,18,0,0,0,0
1/12/2017,AA,American Airlines Inc.,1055,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",1908,2300,0,,155,1182,,,,,
1/12/2017,AA,American Airlines Inc.,1056,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1835,2127,0,,91,719,,,,,
1/12/2017,B6,JetBlue Airways,312,Chicago O'Hare International,"Chicago, IL",Logan International,"Boston, MA",1326,1632,0,,95,867,,,,,
1/12/2017,B6,JetBlue Airways,563,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",724,1202,0,,157,1182,0,12,18,0,0
1/12/2017,EV,Atlantic Southeast Airlines,4108,Chicago O'Hare International,"Chicago, IL",Roanoke Blacksburg Regional Woodrum Field,"Roanoke, VA",2007,2258,0,,74,531,0,0,6,0,52
1/12/2017,EV,Atlantic Southeast Airlines,4140,Chicago O'Hare International,"Chicago, IL",Bill and Hillary Clinton Nat Adams Field,"Little Rock, AR",852,1056,0,,91,552,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4152,Chicago O'Hare International,"Chicago, IL",Greenville-Spartanburg International,"Greer, SC",1809,2043,0,,78,577,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4179,Chicago O'Hare International,"Chicago, IL",Northwest Arkansas Regional,"Fayetteville, AR",1002,1217,0,,91,522,67,0,25,0,0
1/12/2017,EV,Atlantic Southeast Airlines,4210,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1545,1745,0,,104,588,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4212,Chicago O'Hare International,"Chicago, IL",Blue Grass,"Lexington, KY",2046,2251,0,,51,323,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4213,Chicago O'Hare International,"Chicago, IL",Westchester County,"White Plains, NY",839,1128,0,,89,738,29,0,0,0,0
1/12/2017,EV,Atlantic Southeast Airlines,4219,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",1927,2125,0,,96,585,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4250,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1519,1750,0,,71,501,0,74,0,0,17
1/12/2017,EV,Atlantic Southeast Airlines,4273,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",1954,2259,0,,95,763,22,0,5,0,37
1/12/2017,EV,Atlantic Southeast Airlines,4281,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",915,1134,0,,104,585,3,0,12,0,10
1/12/2017,EV,Atlantic Southeast Airlines,4282,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",1341,1635,0,,94,763,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4290,Chicago O'Hare International,"Chicago, IL",Birmingham-Shuttlesworth International,"Birmingham, AL",1600,1756,0,,95,584,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4292,Chicago O'Hare International,"Chicago, IL",Cherry Capital,"Traverse City, MI",1058,1306,0,,44,224,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4300,Chicago O'Hare International,"Chicago, IL",Hector International,"Fargo, ND",2020,2257,0,,123,557,16,0,32,0,49
1/12/2017,EV,Atlantic Southeast Airlines,4303,Chicago O'Hare International,"Chicago, IL",Gerald R. Ford International,"Grand Rapids, MI",1547,1728,0,,26,137,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4316,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1922,2211,0,,70,501,0,0,15,0,7
1/12/2017,EV,Atlantic Southeast Airlines,4320,Chicago O'Hare International,"Chicago, IL",Kalamazoo/Battle Creek International,"Kalamazoo, MI",,,1,C,,122,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4323,Chicago O'Hare International,"Chicago, IL",General Downing - Peoria International,"Peoria, IL",1142,1303,0,,33,130,31,0,20,0,136
1/12/2017,EV,Atlantic Southeast Airlines,4327,Chicago O'Hare International,"Chicago, IL",Richmond International,"Richmond, VA",2104,2353,0,,85,642,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4328,Chicago O'Hare International,"Chicago, IL",Lincoln Airport,"Lincoln, NE",957,1156,0,,90,466,9,31,9,0,22
1/12/2017,EV,Atlantic Southeast Airlines,4354,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1921,2119,0,,99,588,,,,,
1/12/2017,EV,Atlantic Southeast Airlines,4367,Chicago O'Hare International,"Chicago, IL",Evansville Regional,"Evansville, IN",1518,1624,0,,48,272,0,0,0,0,87
1/12/2017,F9,Frontier Airlines Inc.,1285,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1611,1817,0,,155,888,0,0,15,0,26
1/12/2017,F9,Frontier Airlines Inc.,1273,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1758,2113,0,,284,1744,0,0,37,0,43
1/12/2017,F9,Frontier Airlines Inc.,1294,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",719,1215,0,,147,1005,49,0,67,0,0
1/12/2017,NK,Spirit Air Lines,219,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1453,1808,0,,93,606,0,7,15,0,0
1/12/2017,NK,Spirit Air Lines,223,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",1548,1936,0,,145,1120,,,,,
1/12/2017,NK,Spirit Air Lines,224,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",538,900,0,,101,733,,,,,
1/12/2017,NK,Spirit Air Lines,245,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",1517,1744,0,,246,1514,0,0,32,0,0
1/12/2017,NK,Spirit Air Lines,295,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1919,2201,0,,136,925,0,0,28,0,0
1/12/2017,NK,Spirit Air Lines,357,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",934,1220,0,,243,1514,3,0,53,0,0
1/12/2017,NK,Spirit Air Lines,368,Chicago O'Hare International,"Chicago, IL",Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",817,1121,0,,83,622,0,2,13,0,0
1/12/2017,NK,Spirit Air Lines,409,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",509,906,0,,157,1182,,,,,
1/12/2017,NK,Spirit Air Lines,425,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",1827,2225,0,,151,1182,,,,,
1/12/2017,NK,Spirit Air Lines,478,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1223,1428,0,,157,888,0,0,29,0,0
1/12/2017,NK,Spirit Air Lines,563,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1252,1612,0,,296,1723,0,0,183,0,0
1/12/2017,AA,American Airlines Inc.,547,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1733,2016,0,,209,1440,,,,,
1/12/2017,AA,American Airlines Inc.,593,Chicago O'Hare International,"Chicago, IL",Philadelphia International,"Philadelphia, PA",1528,1821,0,,90,678,,,,,
1/12/2017,AA,American Airlines Inc.,1507,Chicago O'Hare International,"Chicago, IL",Tucson International,"Tucson, AZ",1002,1303,0,,220,1437,0,7,16,0,0
1/12/2017,AA,American Airlines Inc.,1510,Chicago O'Hare International,"Chicago, IL",Tampa International,"Tampa, FL",850,1244,0,,130,1012,,,,,
1/12/2017,AA,American Airlines Inc.,1529,Chicago O'Hare International,"Chicago, IL",Raleigh-Durham International,"Raleigh/Durham, NC",1931,2216,0,,85,646,27,9,0,0,0
1/12/2017,AA,American Airlines Inc.,1559,Chicago O'Hare International,"Chicago, IL",Minneapolis-St Paul International,"Minneapolis, MN",1704,1838,0,,67,334,,,,,
1/12/2017,AA,American Airlines Inc.,1571,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1043,1407,0,,295,1744,0,31,47,0,17
1/12/2017,AA,American Airlines Inc.,1575,Chicago O'Hare International,"Chicago, IL",Raleigh-Durham International,"Raleigh/Durham, NC",1242,1520,0,,84,646,14,8,0,0,0
1/12/2017,AA,American Airlines Inc.,1602,Chicago O'Hare International,"Chicago, IL",Ronald Reagan Washington National,"Washington, DC",831,1112,0,,78,612,,,,,
1/12/2017,AA,American Airlines Inc.,1622,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",2031,2326,0,,272,1846,7,0,14,0,9
1/12/2017,AA,American Airlines Inc.,1644,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1908,2211,0,,220,1440,13,0,12,0,0
1/13/2017,B6,JetBlue Airways,312,Chicago O'Hare International,"Chicago, IL",Logan International,"Boston, MA",1348,1643,0,,94,867,,,,,
1/13/2017,B6,JetBlue Airways,563,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",718,1129,0,,160,1182,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2012,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",906,1152,0,,87,606,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2023,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",553,844,0,,88,606,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2050,Chicago O'Hare International,"Chicago, IL",Detroit Metro Wayne County,"Detroit, MI",633,850,0,,49,235,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2412,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",755,1043,0,,88,606,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2462,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",2010,2306,0,,84,606,0,1,0,0,25
1/13/2017,DL,Delta Air Lines Inc.,2492,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1432,1718,0,,88,606,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2507,Chicago O'Hare International,"Chicago, IL",Minneapolis-St Paul International,"Minneapolis, MN",605,741,0,,63,334,,,,,
1/13/2017,DL,Delta Air Lines Inc.,2548,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1736,2023,0,,84,606,8,0,0,0,97
1/13/2017,EV,Atlantic Southeast Airlines,4108,Chicago O'Hare International,"Chicago, IL",Roanoke Blacksburg Regional Woodrum Field,"Roanoke, VA",1912,2150,0,,72,531,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4140,Chicago O'Hare International,"Chicago, IL",Bill and Hillary Clinton Nat Adams Field,"Little Rock, AR",911,1109,0,,92,552,0,0,0,0,16
1/13/2017,EV,Atlantic Southeast Airlines,4152,Chicago O'Hare International,"Chicago, IL",Greenville-Spartanburg International,"Greer, SC",1937,2234,0,,77,577,56,0,9,0,29
1/13/2017,EV,Atlantic Southeast Airlines,4179,Chicago O'Hare International,"Chicago, IL",Northwest Arkansas Regional,"Fayetteville, AR",853,1059,0,,92,522,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4210,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1545,1743,0,,100,588,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4212,Chicago O'Hare International,"Chicago, IL",Blue Grass,"Lexington, KY",2047,2250,0,,51,323,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4213,Chicago O'Hare International,"Chicago, IL",Westchester County,"White Plains, NY",739,1026,0,,89,738,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4219,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",1927,2133,0,,102,585,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4250,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1344,1639,0,,75,501,0,0,20,0,0
1/13/2017,EV,Atlantic Southeast Airlines,4273,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",1850,2153,0,,91,763,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4281,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",907,1120,0,,109,585,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4282,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",1459,1748,0,,89,763,0,0,0,0,53
1/13/2017,EV,Atlantic Southeast Airlines,4290,Chicago O'Hare International,"Chicago, IL",Birmingham-Shuttlesworth International,"Birmingham, AL",1558,1746,0,,81,584,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4292,Chicago O'Hare International,"Chicago, IL",Cherry Capital,"Traverse City, MI",1040,1319,0,,36,224,0,0,27,0,0
1/13/2017,EV,Atlantic Southeast Airlines,4300,Chicago O'Hare International,"Chicago, IL",Hector International,"Fargo, ND",1943,2147,0,,96,557,15,0,0,0,12
1/13/2017,EV,Atlantic Southeast Airlines,4303,Chicago O'Hare International,"Chicago, IL",Gerald R. Ford International,"Grand Rapids, MI",1544,1725,0,,24,137,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4316,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1940,2229,0,,71,501,25,0,15,0,0
1/13/2017,EV,Atlantic Southeast Airlines,4320,Chicago O'Hare International,"Chicago, IL",Kalamazoo/Battle Creek International,"Kalamazoo, MI",1551,1725,0,,22,122,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4323,Chicago O'Hare International,"Chicago, IL",General Downing - Peoria International,"Peoria, IL",929,1018,0,,35,130,0,0,0,0,22
1/13/2017,EV,Atlantic Southeast Airlines,4327,Chicago O'Hare International,"Chicago, IL",Richmond International,"Richmond, VA",2047,2336,0,,87,642,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4328,Chicago O'Hare International,"Chicago, IL",Lincoln Airport,"Lincoln, NE",857,1034,0,,82,466,,,,,
1/13/2017,EV,Atlantic Southeast Airlines,4354,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1943,2149,0,,103,588,0,0,1,0,18
1/13/2017,EV,Atlantic Southeast Airlines,4367,Chicago O'Hare International,"Chicago, IL",Evansville Regional,"Evansville, IN",1339,1500,0,,53,272,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1249,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",2038,2335,0,,258,1846,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1331,Chicago O'Hare International,"Chicago, IL",Tampa International,"Tampa, FL",808,1145,0,,134,1012,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1309,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1554,1857,0,,213,1440,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1323,Chicago O'Hare International,"Chicago, IL",Salt Lake City International,"Salt Lake City, UT",1551,1829,0,,194,1250,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1281,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1210,1416,0,,146,888,170,0,16,0,0
1/13/2017,F9,Frontier Airlines Inc.,1273,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1709,1959,0,,256,1744,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1294,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",624,1003,0,,132,1005,,,,,
1/13/2017,F9,Frontier Airlines Inc.,1263,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",2030,2307,0,,223,1514,0,0,22,0,0
