FL_DATE,CARRIER,CARRIER_NAME,FL_NUM,ORIGIN_AIRPORT,ORIGIN_CITY_NAME,DEST_AIRPORT,DEST_CITY_NAME,DEP_TIME,ARR_TIME,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1/1/2017,EV,Atlantic Southeast Airlines,4110,Chicago O'Hare International,"Chicago, IL",South Bend International,"South Bend, IN",1604,1741,0,,18,84,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4127,Chicago O'Hare International,"Chicago, IL",St Louis Lambert International,"St. Louis, MO",1230,1346,0,,47,258,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4140,Chicago O'Hare International,"Chicago, IL",Bill and Hillary Clinton Nat Adams Field,"Little Rock, AR",855,1056,0,,95,552,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4148,Chicago O'Hare International,"Chicago, IL",Kansas City International,"Kansas City, MO",854,1026,0,,71,403,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4151,Chicago O'Hare International,"Chicago, IL",Theodore Francis Green State,"Providence, RI",1822,2129,0,,105,849,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4158,Chicago O'Hare International,"Chicago, IL",Quad City International,"Moline, IL",1601,1653,0,,33,139,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4179,Chicago O'Hare International,"Chicago, IL",Northwest Arkansas Regional,"Fayetteville, AR",916,1108,0,,83,522,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4204,Chicago O'Hare International,"Chicago, IL",Piedmont Triad International,"Greensboro/High Point, NC",1755,2040,0,,89,589,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4210,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1554,1806,0,,90,588,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4219,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",1913,2106,0,,93,585,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4235,Chicago O'Hare International,"Chicago, IL",Roanoke Blacksburg Regional Woodrum Field,"Roanoke, VA",1034,1305,0,,74,531,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4250,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1345,1632,0,,80,501,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4278,Chicago O'Hare International,"Chicago, IL",Appleton International,"Appleton, WI",1542,1630,0,,31,160,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4281,Chicago O'Hare International,"Chicago, IL",Tulsa International,"Tulsa, OK",931,1128,0,,95,585,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4282,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",1340,1645,0,,103,763,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4290,Chicago O'Hare International,"Chicago, IL",Birmingham-Shuttlesworth International,"Birmingham, AL",1630,1820,0,,92,584,30,0,0,0,0
1/1/2017,EV,Atlantic Southeast Airlines,4300,Chicago O'Hare International,"Chicago, IL",Hector International,"Fargo, ND",1908,2103,0,,84,557,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4316,Chicago O'Hare International,"Chicago, IL",Lovell Field,"Chattanooga, TN",1910,2205,0,,84,501,0,0,16,0,0
1/1/2017,EV,Atlantic Southeast Airlines,4354,Chicago O'Hare International,"Chicago, IL",Wichita Dwight D Eisenhower National,"Wichita, KS",1920,2125,0,,97,588,,,,,
1/1/2017,EV,Atlantic Southeast Airlines,4367,Chicago O'Hare International,"Chicago, IL",Evansville Regional,"Evansville, IN",1343,1451,0,,50,272,,,,,
1/1/2017,NK,Spirit Air Lines,219,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1455,1814,0,,87,606,0,0,29,0,0
1/1/2017,NK,Spirit Air Lines,223,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",1553,1947,0,,156,1120,,,,,
1/1/2017,NK,Spirit Air Lines,224,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",538,840,0,,96,733,,,,,
1/1/2017,NK,Spirit Air Lines,245,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",1507,1650,0,,200,1514,,,,,
1/1/2017,NK,Spirit Air Lines,295,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",2200,37,0,,139,925,0,0,115,0,0
1/1/2017,NK,Spirit Air Lines,357,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",1204,1334,0,,193,1514,0,0,130,0,0
1/1/2017,NK,Spirit Air Lines,368,Chicago O'Hare International,"Chicago, IL",Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",831,1120,0,,79,622,,,,,
1/1/2017,NK,Spirit Air Lines,409,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",515,910,0,,152,1182,,,,,
1/1/2017,NK,Spirit Air Lines,425,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",1926,2326,0,,156,1182,0,0,69,0,0
1/1/2017,NK,Spirit Air Lines,478,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1208,1346,0,,125,888,,,,,
1/1/2017,NK,Spirit Air Lines,563,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1044,1250,0,,228,1723,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5466,Chicago O'Hare International,"Chicago, IL",Aspen Pitkin County Sardy Field,"Aspen, CO",1015,1218,0,,157,1013,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5480,Chicago O'Hare International,"Chicago, IL",Pittsburgh International,"Pittsburgh, PA",733,955,0,,60,413,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5510,Chicago O'Hare International,"Chicago, IL",Des Moines International,"Des Moines, IA",1746,1905,0,,57,299,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5518,Chicago O'Hare International,"Chicago, IL",Nashville International,"Nashville, TN",1750,1940,0,,66,409,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5535,Chicago O'Hare International,"Chicago, IL",Joe Foss Field,"Sioux Falls, SD",1232,1413,0,,70,462,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5561,Chicago O'Hare International,"Chicago, IL",Albany International,"Albany, NY",2051,2332,0,,84,723,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5580,Chicago O'Hare International,"Chicago, IL",Ronald Reagan Washington National,"Washington, DC",1930,2220,0,,82,612,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5632,Chicago O'Hare International,"Chicago, IL",Harrisburg International,"Harrisburg, PA",1418,1654,0,,76,594,20,0,0,0,0
1/1/2017,OO,SkyWest Airlines Inc.,5637,Chicago O'Hare International,"Chicago, IL",The Eastern Iowa,"Cedar Rapids/Iowa City, IA",1343,1447,0,,33,196,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5644,Chicago O'Hare International,"Chicago, IL",Detroit Metro Wayne County,"Detroit, MI",1133,1342,0,,46,235,39,0,0,0,0
1/1/2017,OO,SkyWest Airlines Inc.,5652,Chicago O'Hare International,"Chicago, IL",James M Cox/Dayton International,"Dayton, OH",1528,1730,0,,44,240,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5662,Chicago O'Hare International,"Chicago, IL",Boise Air Terminal,"Boise, ID",859,1208,0,,223,1437,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5670,Chicago O'Hare International,"Chicago, IL",Harrisburg International,"Harrisburg, PA",1813,2052,0,,76,594,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5673,Chicago O'Hare International,"Chicago, IL",General Mitchell International,"Milwaukee, WI",1913,2018,0,,18,67,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5695,Chicago O'Hare International,"Chicago, IL",Louisville International-Standiford Field,"Louisville, KY",1506,1717,0,,51,286,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5698,Chicago O'Hare International,"Chicago, IL",South Bend International,"South Bend, IN",2054,2231,0,,21,84,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5705,Chicago O'Hare International,"Chicago, IL",City of Colorado Springs Municipal,"Colorado Springs, CO",1715,1855,0,,139,911,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5708,Chicago O'Hare International,"Chicago, IL",James M Cox/Dayton International,"Dayton, OH",1035,1242,0,,45,240,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5729,Chicago O'Hare International,"Chicago, IL",Austin - Bergstrom International,"Austin, TX",1221,1544,0,,170,977,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5731,Chicago O'Hare International,"Chicago, IL",Jacksonville International,"Jacksonville, FL",1404,1721,0,,116,864,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5734,Chicago O'Hare International,"Chicago, IL",Charleston AFB/International,"Charleston, SC",1841,2146,0,,102,760,0,0,0,0,51
1/1/2017,OO,SkyWest Airlines Inc.,5735,Chicago O'Hare International,"Chicago, IL",Blue Grass,"Lexington, KY",1038,1300,0,,57,323,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5745,Chicago O'Hare International,"Chicago, IL",Salt Lake City International,"Salt Lake City, UT",1225,1450,0,,185,1250,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5751,Chicago O'Hare International,"Chicago, IL",Akron-Canton Regional,"Akron, OH",1909,2119,0,,48,343,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5758,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1840,2212,0,,106,606,58,0,29,0,2
1/1/2017,OO,SkyWest Airlines Inc.,5760,Chicago O'Hare International,"Chicago, IL",Blue Grass,"Lexington, KY",1511,1732,0,,52,323,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5765,Chicago O'Hare International,"Chicago, IL",City of Colorado Springs Municipal,"Colorado Springs, CO",1217,1409,0,,145,911,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5775,Chicago O'Hare International,"Chicago, IL",Appleton International,"Appleton, WI",2052,2141,0,,29,160,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5777,Chicago O'Hare International,"Chicago, IL",Austin - Bergstrom International,"Austin, TX",922,1228,0,,156,977,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5781,Chicago O'Hare International,"Chicago, IL",Dallas/Fort Worth International,"Dallas/Fort Worth, TX",1210,1441,0,,120,802,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5788,Chicago O'Hare International,"Chicago, IL",Dane County Regional-Truax Field,"Madison, WI",1214,1306,0,,31,108,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5798,Chicago O'Hare International,"Chicago, IL",Boise Air Terminal,"Boise, ID",1920,2221,0,,213,1437,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5813,Chicago O'Hare International,"Chicago, IL",Tucson International,"Tucson, AZ",919,1206,0,,203,1437,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5823,Chicago O'Hare International,"Chicago, IL",University Park,"State College, PA",1907,2141,0,,70,528,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5825,Chicago O'Hare International,"Chicago, IL",Cleveland-Hopkins International,"Cleveland, OH",1103,1313,0,,48,316,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5837,Chicago O'Hare International,"Chicago, IL",Palm Springs International,"Palm Springs, CA",851,1119,0,,227,1651,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5839,Chicago O'Hare International,"Chicago, IL",Aspen Pitkin County Sardy Field,"Aspen, CO",1226,1428,0,,153,1013,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5857,Chicago O'Hare International,"Chicago, IL",Aspen Pitkin County Sardy Field,"Aspen, CO",1849,2031,0,,145,1013,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5865,Chicago O'Hare International,"Chicago, IL",Aspen Pitkin County Sardy Field,"Aspen, CO",1557,1757,0,,160,1013,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5896,Chicago O'Hare International,"Chicago, IL",Birmingham-Shuttlesworth International,"Birmingham, AL",1942,2136,0,,91,584,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5915,Chicago O'Hare International,"Chicago, IL",South Bend International,"South Bend, IN",1911,2051,0,,19,84,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5923,Chicago O'Hare International,"Chicago, IL",Savannah/Hilton Head International,"Savannah, GA",939,1244,0,,101,773,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5930,Chicago O'Hare International,"Chicago, IL",San Antonio International,"San Antonio, TX",1123,1412,0,,155,1041,126,0,0,0,0
1/1/2017,OO,SkyWest Airlines Inc.,5935,Chicago O'Hare International,"Chicago, IL",Birmingham-Shuttlesworth International,"Birmingham, AL",1209,1408,0,,93,584,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5943,Chicago O'Hare International,"Chicago, IL",City of Colorado Springs Municipal,"Colorado Springs, CO",858,1103,0,,140,911,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5946,Chicago O'Hare International,"Chicago, IL",Salt Lake City International,"Salt Lake City, UT",925,1150,0,,186,1250,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5977,Chicago O'Hare International,"Chicago, IL",Des Moines International,"Des Moines, IA",2242,2,0,,57,299,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5979,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",923,1219,0,,94,733,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5990,Chicago O'Hare International,"Chicago, IL",McGhee Tyson,"Knoxville, TN",1443,1717,0,,70,475,,,,,
1/1/2017,OO,SkyWest Airlines Inc.,5999,Chicago O'Hare International,"Chicago, IL",Glacier Park International,"Kalispell, MT",858,1144,0,,205,1352,,,,,
1/1/2017,UA,United Air Lines Inc.,140,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1547,1829,0,,139,925,,,,,
1/1/2017,UA,United Air Lines Inc.,202,Chicago O'Hare International,"Chicago, IL",Kahului Airport,"Kahului, HI",935,1446,0,,525,4184,,,,,
1/1/2017,UA,United Air Lines Inc.,204,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1821,2103,0,,237,1744,6,0,17,0,0
1/1/2017,UA,United Air Lines Inc.,206,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",934,1303,0,,131,1005,,,,,
1/1/2017,UA,United Air Lines Inc.,219,Chicago O'Hare International,"Chicago, IL",Daniel K Inouye International,"Honolulu, HI",928,1445,0,,535,4243,,,,,
1/1/2017,UA,United Air Lines Inc.,220,Chicago O'Hare International,"Chicago, IL",Minneapolis-St Paul International,"Minneapolis, MN",1932,2057,0,,58,334,,,,,
1/1/2017,UA,United Air Lines Inc.,222,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1355,1628,0,,249,1846,,,,,
1/1/2017,UA,United Air Lines Inc.,225,Chicago O'Hare International,"Chicago, IL",Washington Dulles International,"Washington, DC",1745,2025,0,,76,588,,,,,
1/1/2017,UA,United Air Lines Inc.,226,Chicago O'Hare International,"Chicago, IL",Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",2106,2344,0,,78,622,,,,,
1/1/2017,UA,United Air Lines Inc.,229,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",2017,2310,0,,86,733,,,,,
1/1/2017,UA,United Air Lines Inc.,241,Chicago O'Hare International,"Chicago, IL",Seattle/Tacoma International,"Seattle, WA",1257,1520,0,,235,1721,,,,,
1/1/2017,UA,United Air Lines Inc.,245,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",808,936,0,,117,888,,,,,
1/1/2017,UA,United Air Lines Inc.,246,Chicago O'Hare International,"Chicago, IL",Tampa International,"Tampa, FL",1809,2143,0,,134,1012,,,,,
1/1/2017,UA,United Air Lines Inc.,259,Chicago O'Hare International,"Chicago, IL",Eppley Airfield,"Omaha, NE",2136,2257,0,,62,416,85,0,0,0,34
1/1/2017,UA,United Air Lines Inc.,262,Chicago O'Hare International,"Chicago, IL",Seattle/Tacoma International,"Seattle, WA",1951,2224,0,,246,1721,,,,,
1/1/2017,UA,United Air Lines Inc.,263,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",1719,2000,0,,85,733,,,,,
1/1/2017,UA,United Air Lines Inc.,269,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1936,2113,0,,128,888,,,,,
1/1/2017,UA,United Air Lines Inc.,306,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",1346,1740,0,,149,1120,,,,,
1/1/2017,UA,United Air Lines Inc.,307,Chicago O'Hare International,"Chicago, IL",Baltimore/Washington International Thurgood Marshall,"Baltimore, MD",1344,1626,0,,83,622,,,,,
1/1/2017,UA,United Air Lines Inc.,308,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",19,301,0,,263,1846,6,0,0,0,76
1/1/2017,UA,United Air Lines Inc.,310,Chicago O'Hare International,"Chicago, IL",Burlington International,"Burlington, VT",2111,2357,0,,88,763,,,,,
1/1/2017,UA,United Air Lines Inc.,312,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1233,1511,0,,246,1846,1,0,1,0,17
1/1/2017,UA,United Air Lines Inc.,350,Chicago O'Hare International,"Chicago, IL",San Antonio International,"San Antonio, TX",1914,2157,0,,142,1041,,,,,
1/1/2017,UA,United Air Lines Inc.,354,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1506,1732,0,,239,1744,,,,,
1/1/2017,UA,United Air Lines Inc.,374,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1214,1454,0,,142,925,,,,,
1/1/2017,UA,United Air Lines Inc.,385,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1102,1356,0,,91,719,,,,,
1/1/2017,UA,United Air Lines Inc.,395,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1554,1806,0,,233,1723,,,,,
1/1/2017,UA,United Air Lines Inc.,397,Chicago O'Hare International,"Chicago, IL",Tampa International,"Tampa, FL",1407,1750,0,,141,1012,,,,,
1/1/2017,UA,United Air Lines Inc.,432,Chicago O'Hare International,"Chicago, IL",Orlando International,"Orlando, FL",1500,1830,0,,131,1005,,,,,
1/1/2017,UA,United Air Lines Inc.,436,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",1555,1850,0,,93,719,,,,,
1/1/2017,UA,United Air Lines Inc.,442,Chicago O'Hare International,"Chicago, IL",Bradley International,"Hartford, CT",1740,2031,0,,91,783,,,,,
1/1/2017,UA,United Air Lines Inc.,446,Chicago O'Hare International,"Chicago, IL",Kansas City International,"Kansas City, MO",1621,1751,0,,63,403,,,,,
1/1/2017,UA,United Air Lines Inc.,449,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1230,1456,0,,232,1723,,,,,
1/1/2017,UA,United Air Lines Inc.,459,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1623,1757,0,,128,888,,,,,
1/1/2017,UA,United Air Lines Inc.,463,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1237,1456,0,,231,1744,,,,,
1/1/2017,UA,United Air Lines Inc.,483,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1927,2222,0,,202,1440,,,,,
1/1/2017,UA,United Air Lines Inc.,493,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1340,1501,0,,121,888,,,,,
1/1/2017,UA,United Air Lines Inc.,498,Chicago O'Hare International,"Chicago, IL",Washington Dulles International,"Washington, DC",1257,1530,0,,75,588,,,,,
1/1/2017,UA,United Air Lines Inc.,499,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1122,1345,0,,248,1846,,,,,
1/1/2017,UA,United Air Lines Inc.,500,Chicago O'Hare International,"Chicago, IL",Des Moines International,"Des Moines, IA",1621,1739,0,,53,299,,,,,
1/1/2017,UA,United Air Lines Inc.,506,Chicago O'Hare International,"Chicago, IL",Miami International,"Miami, FL",1405,1802,0,,160,1197,,,,,
1/1/2017,UA,United Air Lines Inc.,509,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",1401,1656,0,,90,733,,,,,
1/1/2017,UA,United Air Lines Inc.,511,Chicago O'Hare International,"Chicago, IL",Austin - Bergstrom International,"Austin, TX",1942,2224,0,,135,977,,,,,
1/1/2017,UA,United Air Lines Inc.,512,Chicago O'Hare International,"Chicago, IL",Raleigh-Durham International,"Raleigh/Durham, NC",2120,1,0,,83,646,,,,,
1/1/2017,UA,United Air Lines Inc.,515,Chicago O'Hare International,"Chicago, IL",Sacramento International,"Sacramento, CA",1932,2208,0,,251,1781,,,,,
1/1/2017,UA,United Air Lines Inc.,518,Chicago O'Hare International,"Chicago, IL",Portland International,"Portland, OR",1959,2218,0,,238,1739,,,,,
1/1/2017,UA,United Air Lines Inc.,527,Chicago O'Hare International,"Chicago, IL",Fort Lauderdale-Hollywood International,"Fort Lauderdale, FL",1344,1743,0,,159,1182,,,,,
1/1/2017,UA,United Air Lines Inc.,532,Chicago O'Hare International,"Chicago, IL",Logan International,"Boston, MA",1039,1341,0,,103,867,,,,,
1/1/2017,UA,United Air Lines Inc.,533,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",1558,1855,0,,90,733,,,,,
1/1/2017,UA,United Air Lines Inc.,547,Chicago O'Hare International,"Chicago, IL",Sarasota/Bradenton International,"Sarasota/Bradenton, FL",1131,1503,0,,136,1050,,,,,
1/1/2017,UA,United Air Lines Inc.,549,Chicago O'Hare International,"Chicago, IL",Portland International,"Portland, OR",1225,1431,0,,230,1739,,,,,
1/1/2017,UA,United Air Lines Inc.,555,Chicago O'Hare International,"Chicago, IL",Detroit Metro Wayne County,"Detroit, MI",1732,1953,0,,48,235,,,,,
1/1/2017,UA,United Air Lines Inc.,569,Chicago O'Hare International,"Chicago, IL",Portland International,"Portland, OR",849,1106,0,,232,1739,,,,,
1/1/2017,UA,United Air Lines Inc.,578,Chicago O'Hare International,"Chicago, IL",Logan International,"Boston, MA",1349,1658,0,,107,867,,,,,
1/1/2017,UA,United Air Lines Inc.,589,Chicago O'Hare International,"Chicago, IL",George Bush Intercontinental/Houston,"Houston, TX",1021,1303,0,,140,925,20,0,0,0,41
1/1/2017,UA,United Air Lines Inc.,592,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",1809,2028,0,,236,1744,16,0,0,0,8
1/1/2017,UA,United Air Lines Inc.,599,Chicago O'Hare International,"Chicago, IL",McCarran International,"Las Vegas, NV",1945,2139,0,,209,1514,,,,,
1/1/2017,UA,United Air Lines Inc.,605,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1002,1127,0,,122,888,,,,,
1/1/2017,UA,United Air Lines Inc.,609,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1554,1908,0,,204,1440,0,0,15,0,0
1/1/2017,UA,United Air Lines Inc.,611,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",1223,1457,0,,193,1440,,,,,
1/1/2017,UA,United Air Lines Inc.,617,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",2048,2332,0,,234,1744,69,0,13,0,0
1/1/2017,UA,United Air Lines Inc.,624,Chicago O'Hare International,"Chicago, IL",Ronald Reagan Washington National,"Washington, DC",1759,2035,0,,74,612,,,,,
1/1/2017,UA,United Air Lines Inc.,625,Chicago O'Hare International,"Chicago, IL",Norfolk International,"Norfolk, VA",1757,2049,0,,93,717,,,,,
1/1/2017,UA,United Air Lines Inc.,627,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",752,1027,0,,248,1846,,,,,
1/1/2017,UA,United Air Lines Inc.,632,Chicago O'Hare International,"Chicago, IL",Washington Dulles International,"Washington, DC",859,1141,0,,75,588,,,,,
1/1/2017,UA,United Air Lines Inc.,635,Chicago O'Hare International,"Chicago, IL",Seattle/Tacoma International,"Seattle, WA",916,1226,0,,254,1721,0,0,37,0,0
1/1/2017,UA,United Air Lines Inc.,636,Chicago O'Hare International,"Chicago, IL",Newark Liberty International,"Newark, NJ",732,1022,0,,88,719,,,,,
1/1/2017,UA,United Air Lines Inc.,651,Chicago O'Hare International,"Chicago, IL",San Diego International,"San Diego, CA",1913,2141,0,,233,1723,,,,,
1/1/2017,UA,United Air Lines Inc.,656,Chicago O'Hare International,"Chicago, IL",Dallas/Fort Worth International,"Dallas/Fort Worth, TX",1558,1828,0,,127,802,,,,,
1/1/2017,UA,United Air Lines Inc.,657,Chicago O'Hare International,"Chicago, IL",John Wayne Airport-Orange County,"Santa Ana, CA",1019,1224,0,,228,1726,,,,,
1/1/2017,UA,United Air Lines Inc.,664,Chicago O'Hare International,"Chicago, IL",Philadelphia International,"Philadelphia, PA",1351,1641,0,,84,678,,,,,
1/1/2017,UA,United Air Lines Inc.,670,Chicago O'Hare International,"Chicago, IL",Logan International,"Boston, MA",2109,10,0,,101,867,,,,,
1/1/2017,UA,United Air Lines Inc.,675,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",723,844,0,,123,888,,,,,
1/1/2017,UA,United Air Lines Inc.,683,Chicago O'Hare International,"Chicago, IL",Los Angeles International,"Los Angeles, CA",2310,138,0,,246,1744,,,,,
1/1/2017,UA,United Air Lines Inc.,692,Chicago O'Hare International,"Chicago, IL",LaGuardia,"New York, NY",1757,2052,0,,91,733,,,,,
1/1/2017,UA,United Air Lines Inc.,702,Chicago O'Hare International,"Chicago, IL",Cleveland-Hopkins International,"Cleveland, OH",1758,2004,0,,47,316,,,,,
1/1/2017,UA,United Air Lines Inc.,707,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",605,723,0,,118,888,16,0,0,0,0
1/1/2017,UA,United Air Lines Inc.,713,Chicago O'Hare International,"Chicago, IL",Hartsfield-Jackson Atlanta International,"Atlanta, GA",1458,1757,0,,94,606,,,,,
1/1/2017,UA,United Air Lines Inc.,722,Chicago O'Hare International,"Chicago, IL",Southwest Florida International,"Fort Myers, FL",1043,1432,0,,146,1120,,,,,
1/1/2017,UA,United Air Lines Inc.,725,Chicago O'Hare International,"Chicago, IL",Phoenix Sky Harbor International,"Phoenix, AZ",911,1155,0,,197,1440,,,,,
1/1/2017,UA,United Air Lines Inc.,734,Chicago O'Hare International,"Chicago, IL",Pittsburgh International,"Pittsburgh, PA",1356,1617,0,,61,413,,,,,
1/1/2017,UA,United Air Lines Inc.,741,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",2054,2345,0,,270,1846,,,,,
1/1/2017,UA,United Air Lines Inc.,743,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",1740,2042,0,,260,1846,,,,,
1/1/2017,UA,United Air Lines Inc.,765,Chicago O'Hare International,"Chicago, IL",Denver International,"Denver, CO",1741,1918,0,,125,888,,,,,
1/1/2017,UA,United Air Lines Inc.,769,Chicago O'Hare International,"Chicago, IL",San Francisco International,"San Francisco, CA",947,1224,0,,238,1846,37,0,0,0,0
