"Pl_HostName","Pl_Letter","Pl_Name","Pl_DiscoveryMethod","Pl_DiscoveryYear","Pl_OrbitalPeriod","Pl_SemiMajorAxis","Pl_Eccentricity","Pl_MassEarth","Pl_RadiusEarth","Pl_Density","Pl_EquilibriumTemp","Pl_InsolationFlux","Pl_NumStars","St_Distance","St_OpticalMagnitude","St_SpectralType","St_EffectiveTemp","St_SurfaceGravity","St_Luminosity","St_MassSolar","St_RadiusSolar","St_Metallicity","St_MetallicityRatio","St_Age"
"Kepler-951","b","Kepler-951 b","Transit",2016,71.52530845,NA,NA,26.7,5.59,0.84,NA,2.47,1,408,14.491,"",4834,4.6,-0.69,0.77,0.73,-0.01,"[Fe/H]",4.27
"Kepler-952","b","Kepler-952 b","Transit",2016,130.3546919,NA,NA,45.4,7.65,0.557,NA,5.05,1,1167,15.188,"",5730,4.45,0.074,1,0.99,0.06,"[Fe/H]",4.27
"Kepler-953","b","Kepler-953 b","Transit",2016,88.40655258,NA,NA,16.5,4.21,1.22,NA,NA,1,240,12.143,"",5416,4.42,-0.119,0.95,0.99,0.26,"[Fe/H]",8.71
"Kepler-953","c","Kepler-953 c","Transit",2016,9.10967112,NA,NA,1.81,1.19,5.9,NA,NA,1,240,12.143,"",5416,4.42,-0.119,0.95,0.99,0.26,"[Fe/H]",8.71
"Kepler-954","b","Kepler-954 b","Transit",2016,16.78176602,NA,NA,5.99,2.32,2.64,NA,21.53,1,224,12.943,"",4990,4.59,-0.567,0.82,0.76,0.02,"[Fe/H]",3.39
"Kepler-955","b","Kepler-955 b","Transit",2016,14.53244172,NA,NA,9.96,3.13,1.78,NA,33.09,1,637,14.627,"",5350,4.54,-0.445,0.89,0.84,0.02,"[Fe/H]",4.37
"Kepler-956","b","Kepler-956 b","Transit",2016,5.24867263,NA,NA,9.27,3,1.89,NA,307.06,1,631,13.289,"",6040,4.36,0.042,1.1,1.15,0.02,"[Fe/H]",3.47
"Kepler-957","b","Kepler-957 b","Transit",2016,5.90741354,NA,NA,25.9,5.5,0.855,NA,124.91,1,749,15.691,"",4963,4.6,-0.495,0.81,0.75,-0.01,"[Fe/H]",2.75
"Kepler-958","b","Kepler-958 b","Transit",2016,9.7678805,NA,NA,4.9,2.06,3.08,NA,73.59,1,467,13.73,"",5421,4.53,-0.286,0.91,0.86,0.01,"[Fe/H]",4.37
"Kepler-959","b","Kepler-959 b","Transit",2016,14.80074836,NA,NA,17.6,4.38,1.15,NA,165.87,1,1003,12.466,"",7005,4.04,0.715,1.6,2.01,0.02,"[Fe/H]",1.35
"Kepler-96","b","Kepler-96 b","Transit",2014,16.2385,NA,NA,8.46,2.67,2.26,NA,57.52,1,134,10.297,"",5690,4.42,-0.061,1,1.02,0.04,"[Fe/H]",2.34
"Kepler-960","b","Kepler-960 b","Transit",2016,3.12686223,NA,NA,5.86,2.29,2.68,NA,129.22,1,298,13.841,"",4755,4.61,-0.699,0.77,0.72,0.02,"[Fe/H]",3.63
"Kepler-961","b","Kepler-961 b","Transit",2016,16.87727414,NA,NA,7.04,2.55,2.33,NA,40.4,1,607,14.043,"",5582,4.51,-0.2,0.96,0.9,0.05,"[Fe/H]",2.82
"Kepler-962","b","Kepler-962 b","Transit",2016,12.05707239,NA,NA,4.54,1.97,3.26,NA,53.82,1,439,13.558,"",5478,4.54,-0.295,0.93,0.86,0.01,"[Fe/H]",2.4
"Kepler-963","b","Kepler-963 b","Transit",2016,9.97683705,NA,NA,7.56,2.66,2.21,NA,83.49,1,786,14.912,"",5461,4.52,-0.27,0.91,0.87,-0.02,"[Fe/H]",4.07
"Kepler-964","b","Kepler-964 b","Transit",2016,13.5225106,NA,NA,5.14,2.12,2.96,NA,43.92,1,478,13.903,"",5427,4.55,-0.329,0.93,0.84,0.03,"[Fe/H]",1.91
"Kepler-965","b","Kepler-965 b","Transit",2016,134.2527298,NA,NA,11.4,3.38,1.62,NA,4.98,1,618,13.333,"",5886,4.33,0.084,1.05,1.15,0.03,"[Fe/H]",5.5
"Kepler-966","b","Kepler-966 b","Transit",2016,99.747622,NA,NA,16,4.13,1.25,NA,10.97,1,773,14.444,"",5840,4.43,0.163,1.02,1.02,0.04,"[Fe/H]",4.07
"Kepler-967","b","Kepler-967 b","Transit",2016,13.22713379,NA,NA,6.12,2.35,2.59,NA,NA,1,499,14.451,"",5178,4.56,-0.718,0.84,0.8,-0.03,"[Fe/H]",5.89
"Kepler-967","c","Kepler-967 c","Transit",2016,198.7112502,NA,NA,12.9,3.65,1.46,NA,NA,1,499,14.451,"",5178,4.56,-0.718,0.84,0.8,-0.03,"[Fe/H]",5.89
"Kepler-968","b","Kepler-968 b","Transit",2016,3.69298373,NA,NA,4.66,2,3.2,NA,103.91,1,312,14.25,"",4598,4.63,-0.782,0.76,0.7,0.13,"[Fe/H]",2.14
"Kepler-968","c","Kepler-968 c","Transit",2016,5.70940492,NA,NA,3.5,1.69,3.98,NA,58.15,1,312,14.25,"",4598,4.63,-0.782,0.76,0.7,0.13,"[Fe/H]",2.14
"Kepler-969","b","Kepler-969 b","Transit",2016,34.1731714,NA,NA,4.94,2.07,3.06,NA,10.17,1,411,13.722,"",5214,4.57,-0.4,0.92,0.82,0.22,"[Fe/H]",1.51
"Kepler-969","c","Kepler-969 c","Transit",2016,1.6829346,NA,NA,0.937,0.99,5.31,NA,564.58,1,411,13.722,"",5214,4.57,-0.4,0.92,0.82,0.22,"[Fe/H]",1.51
"Kepler-97","b","Kepler-97 b","Transit",2014,2.58664,NA,NA,3.51,1.48,5.44,NA,767.96,1,393,12.813,"",5779,4.43,-0.037,0.94,0.98,-0.2,"[Fe/H]",8.42
"Kepler-97","c","Kepler-97 c","Radial Velocity",2014,789,NA,NA,344,NA,NA,NA,NA,1,393,12.813,"",5779,4.43,-0.037,0.94,0.98,-0.2,"[Fe/H]",8.42
"Kepler-970","b","Kepler-970 b","Transit",2016,16.73652231,NA,NA,8.1,2.77,2.09,NA,11.11,1,350,14.806,"",4511,4.64,-0.884,0.7,0.67,-0.08,"[Fe/H]",4.68
"Kepler-971","b","Kepler-971 b","Transit",2016,9.59070716,NA,NA,5.18,2.13,2.95,NA,82.77,1,345,13.218,"",5431,4.54,-0.318,0.88,0.85,-0.06,"[Fe/H]",4.47
"Kepler-972","b","Kepler-972 b","Transit",2016,7.03932553,NA,NA,19.5,4.65,1.07,NA,266.51,1,1304,14.892,"",6146,4.33,0.115,1.15,1.22,0.04,"[Fe/H]",2.82
"Kepler-973","b","Kepler-973 b","Transit",2016,49.6077331,NA,NA,4.5,1.96,3.28,NA,7.89,1,297,13.234,"",5213,4.58,-0.331,0.86,0.78,-0.06,"[Fe/H]",2.29
"Kepler-974","b","Kepler-974 b","Transit",2016,4.19449651,NA,NA,3.09,1.57,4.39,NA,28.51,1,121,14.413,"",3687,4.76,-1.327,0.52,0.5,0.07,"[Fe/H]",4.37
"Kepler-975","b","Kepler-975 b","Transit",2016,1.97034246,NA,NA,2.79,1.48,4.73,NA,328.7,1,404,14.452,"",4897,4.59,-0.595,0.8,0.75,0.07,"[Fe/H]",3.89
"Kepler-976","b","Kepler-976 b","Transit",2016,105.9564148,NA,NA,14.9,3.96,1.32,NA,2.66,1,1020,15.803,"",5232,4.55,-0.368,0.87,0.83,0.07,"[Fe/H]",4.68
"Kepler-977","b","Kepler-977 b","Transit",2016,26.85328322,NA,NA,7.37,2.62,2.25,NA,13.96,1,664,14.823,"",5315,4.55,-0.483,0.87,0.83,-0.01,"[Fe/H]",4.57
"Kepler-978","b","Kepler-978 b","Transit",2016,49.6221509,NA,NA,9.22,2.99,1.9,NA,NA,1,624,13.374,"",6002,4.38,0.143,1.07,1.09,-0.01,"[Fe/H]",3.63
"Kepler-979","b","Kepler-979 b","Transit",2016,8.0880135,NA,NA,7.85,2.72,2.14,NA,77.84,1,606,14.625,"",5310,4.54,-0.396,0.87,0.83,-0.02,"[Fe/H]",4.57
"Kepler-98","b","Kepler-98 b","Transit",2014,1.54168,NA,NA,3.55,1.99,2.18,NA,1107.39,1,390,12.869,"",5539,4.34,-0.166,0.99,1.11,0.18,"[Fe/H]",2.79
"Kepler-980","b","Kepler-980 b","Transit",2016,11.55102504,NA,NA,7.61,2.67,2.2,NA,170.14,1,804,14.112,"",5935,4.41,0.217,1.05,1.06,0.01,"[Fe/H]",3.55
"Kepler-981","b","Kepler-981 b","Transit",2016,4.46975774,NA,NA,5.95,2.31,2.65,NA,337.47,1,913,14.704,"",5718,4.47,-0.088,0.98,0.96,0.01,"[Fe/H]",4.07
"Kepler-982","b","Kepler-982 b","Transit",2016,15.7738221,NA,NA,5.69,2.25,2.74,NA,185.2,1,702,12.987,"",6139,4.28,0.497,1.16,1.29,0.05,"[Fe/H]",3.55
"Kepler-983","b","Kepler-983 b","Transit",2016,60.0855082,NA,NA,6.17,2.36,2.58,NA,31,1,655,13.986,"",6052,4.42,0.15,1.13,1.08,0.12,"[Fe/H]",1.41
"Kepler-984","b","Kepler-984 b","Transit",2016,43.0342272,NA,NA,5.14,2.12,2.96,NA,13.99,1,461,13.468,"",5610,4.49,-0.161,0.96,0.93,0.04,"[Fe/H]",3.98
"Kepler-985","b","Kepler-985 b","Transit",2016,116.331901,NA,NA,9.17,2.98,1.9,NA,NA,1,741,14.717,"",5434,4.54,-0.316,0.91,0.85,0,"[Fe/H]",3.39
"Kepler-986","b","Kepler-986 b","Transit",2016,56.4349938,NA,NA,6.17,2.36,2.58,NA,10.86,1,563,13.642,"",5642,4.43,-0.08,0.96,0.98,0.04,"[Fe/H]",6.17
"Kepler-987","b","Kepler-987 b","Transit",2016,105.3033148,NA,NA,10.7,3.26,1.7,NA,3.85,1,936,14.979,"",5637,4.51,-0.164,0.97,0.91,0.01,"[Fe/H]",2.45
"Kepler-988","b","Kepler-988 b","Transit",2016,17.76080053,NA,NA,4.94,2.07,3.06,NA,6.56,1,248,15.213,"",4005,4.73,-1.001,0.55,0.53,-0.32,"[Fe/H]",3.16
"Kepler-989","b","Kepler-989 b","Transit",2016,7.96431535,NA,NA,5.52,2.21,2.81,NA,74.35,1,484,14.408,"",5074,4.58,-0.452,0.82,0.78,0.01,"[Fe/H]",4.68
"Kepler-99","b","Kepler-99 b","Transit",2014,4.60358,NA,NA,6.15,1.48,10.9,NA,108.04,1,210,12.962,"",4782,4.61,-0.618,0.79,0.73,0.18,"[Fe/H]",1.47
"Kepler-990","b","Kepler-990 b","Transit",2016,9.91723428,NA,NA,7.27,2.6,2.27,NA,NA,1,933,14.495,"",5948,4.39,-0.084,1.05,1.08,0.01,"[Fe/H]",3.55
"Kepler-990","c","Kepler-990 c","Transit",2016,0.53835431,NA,NA,2.96,1.53,4.54,NA,NA,1,933,14.495,"",5948,4.39,-0.084,1.05,1.08,0.01,"[Fe/H]",3.55
"Kepler-991","b","Kepler-991 b","Transit",2016,82.5342519,NA,NA,6.99,2.54,2.34,NA,1.37,1,370,15.148,"",4392,4.67,-0.897,0.64,0.61,-0.25,"[Fe/H]",3.47
"Kepler-992","b","Kepler-992 b","Transit",2016,20.16034462,NA,NA,3.26,1.62,4.21,NA,15.29,1,268,13.39,"",4944,4.6,-0.609,0.8,0.74,-0.04,"[Fe/H]",3.02
"Kepler-993","b","Kepler-993 b","Transit",2016,22.08557563,NA,NA,9.11,2.97,1.91,NA,3.95,1,298,15.924,"",3843,4.72,-1.148,0.57,0.54,0.03,"[Fe/H]",3.89
"Kepler-994","b","Kepler-994 b","Transit",2016,1.15116651,NA,NA,3.19,1.6,4.28,NA,243.98,1,170,14.465,"",3934,4.72,-1.117,0.56,0.54,-0.13,"[Fe/H]",3.24
"Kepler-995","b","Kepler-995 b","Transit",2016,28.26731672,NA,NA,7.75,2.7,2.16,NA,11.92,1,659,14.881,"",5206,4.57,-0.456,0.83,0.8,-0.07,"[Fe/H]",5.01
"Kepler-996","b","Kepler-996 b","Transit",2016,3.77059058,NA,NA,4.58,1.98,3.24,NA,723.08,1,1098,14.639,"",6014,4.36,0.219,1.09,1.14,0.03,"[Fe/H]",3.63
"Kepler-997","b","Kepler-997 b","Transit",2016,2.70730672,NA,NA,2.42,1.36,5.29,NA,1900.13,1,470,11.848,"",6150,4.14,0.479,1.22,1.56,0.05,"[Fe/H]",3.63
"Kepler-998","b","Kepler-998 b","Transit",2016,5.65377733,NA,NA,5.99,2.32,2.64,NA,409.92,1,996,14.341,"",6058,4.34,0.148,1.12,1.18,0.07,"[Fe/H]",3.31
"Kepler-999","b","Kepler-999 b","Transit",2016,5.99185702,NA,NA,6.08,2.34,2.61,NA,740.17,1,568,12.234,"",6237,4.11,0.462,1.29,1.65,0.05,"[Fe/H]",3.09
"LHS 1140","b","LHS 1140 b","Transit",2017,24.73712,0.0875,0.29,6.65,1.43,12.5,230,0.46,1,12.47,14.18,"M4.5 V",3131,NA,-2.526,0.15,0.19,-0.24,"[Fe/H]",5
"LkCa 15","b","LkCa 15 b","Imaging",2015,NA,14.7,NA,NA,NA,NA,NA,NA,1,158.87,12.025,"",4201,NA,-0.192,NA,1.51,NA,"",NA
"LkCa 15","c","LkCa 15 c","Imaging",2015,NA,18.6,NA,NA,NA,NA,NA,NA,1,158.87,12.025,"",4201,NA,-0.192,NA,1.51,NA,"",NA
"Lupus-TR-3","b","Lupus-TR-3 b","Transit",2007,3.91405,0.0464,0,257.431,9.976,1.4,NA,NA,1,2000,18.765,"",5000,NA,-0.421,0.87,0.82,NA,"",NA
"MASCARA-1","b","MASCARA-1 b","Transit",2017,2.14878,0.043,0,1175.971,16.814,1.5,2570,NA,1,188.7,8.273,"A8",7554,4,1.176,1.72,2.1,0,"[Fe/H]",1
"MOA-2007-BLG-192L","b","MOA-2007-BLG-192L b","Microlensing",2008,NA,0.62,NA,3.3,1.63,4.19,NA,NA,1,1000,NA,"",NA,NA,NA,0.06,NA,NA,"",NA
"MOA-2007-BLG-400L","b","MOA-2007-BLG-400L b","Microlensing",2008,NA,0.72,NA,263.79,13.9,0.54,103,NA,1,5800,NA,"",NA,NA,NA,0.3,NA,NA,"",NA
"MOA-2008-BLG-310L","b","MOA-2008-BLG-310L b","Microlensing",2009,NA,1.61,NA,23.4,5.18,0.925,NA,NA,1,7700,NA,"",NA,NA,NA,0.21,NA,NA,"",NA
"MOA-2008-BLG-379L","b","MOA-2008-BLG-379L b","Microlensing",2013,NA,3.3,NA,1303,13,3.26,NA,NA,1,3300,NA,"K",NA,NA,NA,0.56,NA,NA,"",NA
"MOA-2009-BLG-266L","b","MOA-2009-BLG-266L b","Microlensing",2011,2774,3.2,NA,10.4,3.21,1.73,NA,NA,1,3040,NA,"",NA,NA,NA,0.56,NA,NA,"",NA
"MOA-2009-BLG-319L","b","MOA-2009-BLG-319L b","Microlensing",2010,NA,2.4,NA,50,8.09,0.519,NA,NA,1,6100,NA,"",NA,NA,NA,0.38,NA,NA,"",NA
"MOA-2009-BLG-387L","b","MOA-2009-BLG-387L b","Microlensing",2010,1982,1.82,NA,813.6448,13.2,1.94,NA,NA,1,5690,NA,"",NA,NA,NA,0.19,NA,NA,"",NA
"MOA-2010-BLG-073L","b","MOA-2010-BLG-073L b","Microlensing",2012,NA,1.21,NA,3496,12.4,10.1,NA,NA,1,2800,NA,"",NA,NA,NA,0.16,NA,NA,"",NA
"MOA-2010-BLG-117L","b","MOA-2010-BLG-117L b","Microlensing",2018,NA,2.9,NA,171.6282,14.2,0.329,NA,NA,1,3500,NA,"",NA,NA,NA,0.58,NA,NA,"",NA
"MOA-2010-BLG-328L","b","MOA-2010-BLG-328L b","Microlensing",2013,NA,0.92,NA,9.2,2.99,1.89,NA,NA,1,810,NA,"",NA,NA,NA,0.11,NA,NA,"",NA
"MOA-2010-BLG-353L","b","MOA-2010-BLG-353L b","Microlensing",2015,NA,1.72,NA,85.8141,11.1,0.345,NA,NA,1,6430,NA,"",NA,NA,NA,0.18,NA,NA,"",NA
"MOA-2010-BLG-477L","b","MOA-2010-BLG-477L b","Microlensing",2012,NA,2,NA,476.7,13.6,1.04,NA,NA,1,2300,NA,"",5950,NA,NA,0.67,NA,NA,"",NA
"MOA-2011-BLG-028L","b","MOA-2011-BLG-028L b","Microlensing",2016,NA,4.14,NA,30,5.99,0.767,NA,NA,1,7380,NA,"",NA,NA,NA,0.75,NA,NA,"",NA
"MOA-2011-BLG-262L","b","MOA-2011-BLG-262L b","Microlensing",2014,NA,0.84,NA,18,4.43,1.14,NA,NA,1,7000,NA,"",NA,NA,NA,0.12,NA,NA,"",NA
"MOA-2011-BLG-293L","b","MOA-2011-BLG-293L b","Microlensing",2012,547.5,1.1,NA,1525.5,12.9,3.9,NA,NA,1,7720,NA,"",NA,NA,NA,0.86,NA,NA,"",NA
"MOA-2011-BLG-322L","b","MOA-2011-BLG-322L b","Microlensing",2013,NA,4.3,NA,3686.7,12.4,10.6,NA,NA,1,7560,NA,"",NA,NA,NA,0.39,NA,NA,"",NA
"MOA-2012-BLG-006L","b","MOA-2012-BLG-006L b","Microlensing",2017,NA,10.2,NA,2669.772,12.6,7.33,NA,NA,1,5300,NA,"",NA,NA,NA,0.49,NA,NA,"",NA
"MOA-2012-BLG-505L","b","MOA-2012-BLG-505L b","Microlensing",2017,NA,0.9,NA,6.7,2.48,2.41,NA,NA,1,7210,NA,"",NA,NA,NA,0.1,NA,NA,"",NA
"MOA-2013-BLG-605L","b","MOA-2013-BLG-605L b","Microlensing",2016,NA,0.94,NA,3.2,1.6,4.29,NA,NA,1,NA,NA,"",NA,NA,NA,0.03,NA,NA,"",NA
"MOA-2015-BLG-337L","b","MOA-2015-BLG-337L b","Microlensing",2018,NA,0.24,NA,33.7,6.42,0.7,NA,NA,1,7100,NA,"",NA,NA,NA,0.01,NA,NA,"",NA
"MOA-2016-BLG-227L","b","MOA-2016-BLG-227L b","Microlensing",2017,NA,1.67,NA,889.924,13.2,2.13,NA,NA,1,6500,NA,"",NA,NA,NA,0.29,NA,NA,"",NA
"MOA-bin-1L","b","MOA-bin-1L b","Microlensing",2012,NA,8.3,NA,1175.9,13,2.94,NA,NA,1,5100,NA,"",NA,NA,NA,0.75,NA,NA,"",NA
"MXB 1658-298","b","MXB 1658-298 b","Eclipse Timing Variations",2017,760,1.613,NA,7532.571,12,24,NA,NA,1,NA,NA,"",NA,NA,NA,1.98,NA,NA,"",NA
"NGC 2682 Sand 364","b","NGC 2682 Sand 364 b","Radial Velocity",2014,121.71,0.53,0.35,2126.2827,12.7,5.7,NA,NA,1,837.03,9.8,"K3 III",4284,2.2,2.072,9.06,39.59,-0.02,"[Fe/H]",4.15
"NGC 2682 Sand 978","b","NGC 2682 Sand 978 b","Radial Velocity",2017,511.21,NA,0.16,692.8694,13.3,1.62,NA,NA,1,842.01,9.71,"K4 III",4200,1.8,2.157,1.37,21.02,NA,"",NA
"NGC 2682 YBP 1194","b","NGC 2682 YBP 1194 b","Radial Velocity",2014,6.959,NA,0.3,101.7056,12.3,0.3,NA,NA,1,895.73,14.6,"G5 V",5780,4.44,-0.011,1.01,0.99,0.023,"[Fe/H]",4.15
"NGC 2682 YBP 1514","b","NGC 2682 YBP 1514 b","Radial Velocity",2014,5.118,NA,0.28,127.132,14,0.255,NA,NA,1,939.38,14.77,"G5 V",5725,4.57,-0.018,0.96,1.1,0.03,"[Fe/H]",4.15
"NGC 2682 YBP 401","b","NGC 2682 YBP 401 b","Radial Velocity",2016,4.087,NA,0.15,146.2018,14.3,0.275,NA,NA,1,851.36,13.7,"F9 V",6165,4.3,0.289,1.14,1.22,NA,"",NA
"NGC 4349 127","b","NGC 4349 127 b","Radial Velocity",2007,677.79999,1.68,0.19,1875.197,12.8,4.91,NA,NA,1,2200,10.88,"",4445,1.64,2.91,0.64,19.98,-0.25,"[Fe/H]",0.2
"NGTS-1","b","NGTS-1 b","Transit",2017,2.647298,0.0326,0.016,258.07796,14.908,0.42,790,65.3,1,224,15.524,"M0.5",3916,4.71,-1.153,0.62,0.57,0,"[M/H]",NA
"NGTS-2","b","NGTS-2 b","Transit",2018,4.511164,0.063,0,235.1942,17.878,0.226,1468,NA,1,360.3,10.961,"F5 V",6478,4.2,0.631,1.64,1.7,-0.06,"[Fe/H]",2.17
"NGTS-3 A","b","NGTS-3 A b","Transit",2018,1.6753728,0.023,NA,756.4354,16.589,0.31,NA,NA,2,1010,14.642,"G6 V",5600,NA,-0.144,1.02,0.93,0.12,"[Fe/H]",NA
"NN Ser","c","NN Ser c","Eclipse Timing Variations",2010,5573.55,5.35,0.08,2329.6,12.6,6.4,NA,NA,1,500,16.59,"WD",57000,NA,NA,0.54,NA,NA,"",NA
"NN Ser","d","NN Ser d","Eclipse Timing Variations",2010,2883.5,3.43,0.19,731,13.3,1.71,NA,NA,1,500,16.59,"WD",57000,NA,NA,0.54,NA,NA,"",NA
"NY Vir","b","NY Vir b","Eclipse Timing Variations",2011,2985.7,3.3,0.44,730.978,13.3,1.71,NA,NA,2,551.99,13.394,"",8868.67,NA,NA,NA,NA,NA,"",NA
"OGLE-2003-BLG-235L","b","OGLE-2003-BLG-235L b","Microlensing",2004,NA,4.3,NA,826.358,13.2,1.97,NA,NA,1,5800,NA,"K V",NA,NA,NA,0.63,NA,NA,"",NA
"OGLE-2005-BLG-071L","b","OGLE-2005-BLG-071L b","Microlensing",2005,NA,3.6,NA,1207.7,13,3.02,55,NA,1,3200,NA,"",NA,NA,NA,0.46,NA,NA,"",NA
"OGLE-2005-BLG-169L","b","OGLE-2005-BLG-169L b","Microlensing",2006,NA,3.5,NA,14.1,3.84,1.37,NA,NA,1,4100,NA,"K5",NA,NA,NA,0.69,NA,NA,"",NA
"OGLE-2005-BLG-390L","b","OGLE-2005-BLG-390L b","Microlensing",2005,3285,2.6,NA,5.5,2.21,2.8,50,NA,1,6600,NA,"",NA,NA,NA,0.22,NA,NA,"",NA
"OGLE-2006-BLG-109L","b","OGLE-2006-BLG-109L b","Microlensing",2008,1788.5,2.3,NA,231,14,0.463,82,NA,1,1510,NA,"",NA,NA,NA,0.51,NA,NA,"",NA
"OGLE-2006-BLG-109L","c","OGLE-2006-BLG-109L c","Microlensing",2008,4927.5,4.5,0.15,86,11.1,0.346,59,NA,1,1510,NA,"",NA,NA,NA,0.51,NA,NA,"",NA
"OGLE-2007-BLG-349L A","c","OGLE-2007-BLG-349L AB c","Microlensing",2016,2557,2.59,NA,80,10.7,0.359,NA,NA,2,2760,NA,"M",NA,NA,NA,0.41,NA,NA,"",NA
"OGLE-2007-BLG-368L","b","OGLE-2007-BLG-368L b","Microlensing",2009,NA,3.3,NA,20,4.72,1.05,NA,NA,1,5900,17.71,"",NA,NA,NA,0.64,NA,NA,"",NA
"OGLE-2008-BLG-092L","b","OGLE-2008-BLG-092L b","Microlensing",2014,NA,18,NA,56.6,8.71,0.471,NA,NA,2,8100,NA,"",NA,NA,NA,0.71,NA,NA,"",NA
"OGLE-2008-BLG-355L","b","OGLE-2008-BLG-355L b","Microlensing",2014,NA,1.7,NA,1462,12.9,3.74,NA,NA,1,6800,NA,"",NA,NA,NA,0.37,NA,NA,"",NA
"OGLE-2011-BLG-0173L","b","OGLE-2011-BLG-0173L b","Microlensing",2018,NA,8,NA,60.3877,9.05,0.448,NA,NA,1,6100,NA,"",NA,NA,NA,0.41,NA,NA,"",NA
"OGLE-2011-BLG-0251L","b","OGLE-2011-BLG-0251L b","Microlensing",2012,NA,2.72,NA,168.44,14.2,0.323,NA,NA,1,2570,NA,"M",NA,NA,NA,0.26,NA,NA,"",NA
"OGLE-2011-BLG-0265L","b","OGLE-2011-BLG-0265L b","Microlensing",2015,NA,1.89,NA,279.68,13.9,0.572,NA,NA,1,4380,NA,"",NA,NA,NA,0.21,NA,NA,"",NA
"OGLE-2012-BLG-0026L","b","OGLE-2012-BLG-0026L b","Microlensing",2012,NA,4,NA,46.08535,7.72,0.55,NA,NA,1,4019,NA,"G5 V",NA,NA,NA,1.06,NA,NA,"",5
"OGLE-2012-BLG-0026L","c","OGLE-2012-BLG-0026L c","Microlensing",2012,NA,4.8,NA,273.3338,13.9,0.559,NA,NA,1,4019,NA,"G5 V",NA,NA,NA,1.06,NA,NA,"",5
"OGLE-2012-BLG-0358L","b","OGLE-2012-BLG-0358L b","Microlensing",2013,NA,0.87,NA,587.96,13.4,1.34,NA,NA,1,1760,NA,"",NA,NA,NA,0.02,NA,NA,"",NA
"OGLE-2012-BLG-0406L","b","OGLE-2012-BLG-0406L b","Microlensing",2013,NA,3.45,NA,867.64,13.2,2.07,NA,NA,1,4970,NA,"",NA,NA,NA,0.44,NA,NA,"",NA
"OGLE-2012-BLG-0563L","b","OGLE-2012-BLG-0563L b","Microlensing",2015,NA,0.9,NA,123,13.8,0.257,NA,NA,1,1300,NA,"",NA,NA,NA,0.34,NA,NA,"",NA
"OGLE-2012-BLG-0724L","b","OGLE-2012-BLG-0724L b","Microlensing",2016,NA,1.6,NA,149.3801,14.3,0.281,NA,NA,1,6700,NA,"M V",NA,NA,NA,0.29,NA,NA,"",NA
"OGLE-2012-BLG-0950L","b","OGLE-2012-BLG-0950L b","Microlensing",2016,NA,2.7,NA,35,6.56,0.681,NA,NA,1,3000,NA,"M V",NA,NA,NA,0.56,NA,NA,"",NA
"OGLE-2013-BLG-0102L","b","OGLE-2013-BLG-0102L b","Microlensing",2014,NA,0.8,NA,3994.486,12.3,11.8,NA,NA,1,3040,NA,"",NA,NA,NA,0.1,NA,NA,"",NA
"OGLE-2013-BLG-0132L","b","OGLE-2013-BLG-0132L b","Microlensing",2017,NA,3.6,NA,92.1707,11.6,0.324,NA,NA,1,3900,NA,"",NA,NA,NA,0.54,NA,NA,"",NA
"OGLE-2013-BLG-0341L B","b","OGLE-2013-BLG-0341L B b","Microlensing",2014,NA,0.883,NA,2.32,1.33,5.42,NA,NA,2,1161,NA,"",NA,NA,NA,0.15,NA,NA,"",NA
"OGLE-2013-BLG-1721L","b","OGLE-2013-BLG-1721L b","Microlensing",2017,NA,2.6,NA,203.4112,14.1,0.399,NA,NA,1,6300,NA,"",NA,NA,NA,0.46,NA,NA,"",NA
"OGLE-2013-BLG-1761L","b","OGLE-2013-BLG-1761L b","Microlensing",2018,NA,1.8,NA,858.141,13.2,2.05,NA,NA,1,6900,NA,"",NA,NA,NA,0.33,NA,NA,"",NA
"OGLE-2014-BLG-0124L","b","OGLE-2014-BLG-0124L b","Microlensing",2015,NA,3.11,NA,162.09,14.2,0.311,NA,NA,1,4100,NA,"",NA,NA,NA,0.71,NA,NA,"",NA
"OGLE-2014-BLG-0676L","b","OGLE-2014-BLG-0676L b","Microlensing",2016,NA,4.4,NA,982.0947,13.1,2.4,NA,NA,1,2220,NA,"",NA,NA,NA,0.62,NA,NA,"",NA
"OGLE-2014-BLG-1722L","b","OGLE-2014-BLG-1722L b","Microlensing",2018,NA,1.9,NA,55.3,8.59,0.479,NA,NA,1,6400,NA,"",NA,NA,NA,0.4,NA,NA,"",NA
"OGLE-2014-BLG-1722L","c","OGLE-2014-BLG-1722L c","Microlensing",2018,NA,2.5,NA,83.7,11,0.346,NA,NA,1,6400,NA,"",NA,NA,NA,0.4,NA,NA,"",NA
"OGLE-2014-BLG-1760L","b","OGLE-2014-BLG-1760L b","Microlensing",2016,NA,1.75,NA,177.9848,14.2,0.342,NA,NA,1,6860,NA,"",NA,NA,NA,0.51,NA,NA,"",NA
"OGLE-2015-BLG-0051L","b","OGLE-2015-BLG-0051L b","Microlensing",2016,NA,0.73,NA,228.8376,14,0.458,NA,NA,1,8200,NA,"",NA,NA,NA,0.1,NA,NA,"",NA
"OGLE-2015-BLG-0954L","b","OGLE-2015-BLG-0954L b","Microlensing",2016,NA,1.6,NA,1080.622,13.1,2.64,NA,NA,1,600,NA,"",NA,NA,NA,0.3,NA,NA,"",NA
